chr1	65168	65668	65418	2	+	OR4F5	65418	71585
chr1	451447	451947	451697	2	-	OR4F29	450702	451697
chr1	686423	686923	686673	2	-	OR4F16	685678	686673
chr1	925487	925987	925737	2	+	SAMD11	925737	944575
chr1	959040	959540	959290	2	-	NOC2L	944203	959290
chr1	960336	960836	960586	2	+	KLHL17	960586	965715
chr1	966246	966746	966496	2	+	PLEKHN1	966496	975108
chr1	966251	966751	966501	2	+	PLEKHN1	966501	975008
chr1	966251	966751	966501	2	+	PLEKHN1	966501	975008
chr1	981843	982343	982093	2	-	PERM1	975203	982093
chr1	999922	1000422	1000172	2	-	HES4	998961	1000172
chr1	999861	1000361	1000111	2	-	HES4	998963	1000111
chr1	999731	1000231	999981	2	-	HES4	998969	999981
chr1	1000887	1001387	1001137	2	+	ISG15	1001137	1014540
chr1	1013172	1013672	1013422	2	+	ISG15	1013422	1014540
chr1	1013246	1013746	1013496	2	+	ISG15	1013496	1014540
chr1	1019872	1020372	1020122	2	+	AGRN	1020122	1056116
chr1	1074057	1074557	1074307	2	-	RNF223	1070965	1074307
chr1	1115831	1116331	1116081	2	-	C1orf159	1081817	1116081
chr1	1115848	1116348	1116098	2	-	C1orf159	1081822	1116098
chr1	1091924	1092424	1092174	2	-	C1orf159	1082234	1092174
chr1	1105877	1106377	1106127	2	-	C1orf159	1082699	1106127
chr1	1173652	1174152	1173902	2	+	TTLL10	1173902	1197935
chr1	1179446	1179946	1179696	2	+	TTLL10	1179696	1185864
chr1	1206321	1206821	1206571	2	-	TNFRSF18	1203507	1206571
chr1	1206441	1206941	1206691	2	-	TNFRSF18	1203510	1206691
chr1	1205430	1205930	1205680	2	-	TNFRSF18	1203843	1205680
chr1	1206321	1206821	1206571	2	-	TNFRSF18	1203843	1206571
chr1	1213882	1214382	1214132	2	-	TNFRSF4	1211325	1214132
chr1	1231751	1232251	1232001	2	-	SDF4	1216907	1232001
chr1	1231781	1232281	1232031	2	-	SDF4	1216930	1232031
chr1	1231975	1232475	1232225	2	+	B3GALT6	1232225	1235041
chr1	1232008	1232508	1232258	2	+	B3GALT6	1232258	1235041
chr1	1246472	1246972	1246722	2	-	C1QTNF12	1242452	1246722
chr1	1273635	1274135	1273885	2	-	UBE2J2	1254469	1273885
chr1	1273605	1274105	1273855	2	-	UBE2J2	1254984	1273855
chr1	1273476	1273976	1273726	2	-	UBE2J2	1255163	1273726
chr1	1273583	1274083	1273833	2	-	UBE2J2	1255177	1273833
chr1	1280185	1280685	1280435	2	+	SCNN1D	1280435	1292019
chr1	1280337	1280837	1280587	2	+	SCNN1D	1280587	1292024
